especie,nombre,ultimo,var,hora
AIG^A,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,$24.03,0.46%,2023-06-27 20:16:06.697
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,$1.20,14.286%,2023-06-27 20:16:06.697
AIHS,Senmiao Technology Limited Common Stock,$0.5239,-2.585%,2023-06-27 20:16:06.697
AIM,AIM ImmunoTech Inc. Common Stock,$0.564,7.021%,2023-06-27 20:16:06.697
AIMAW,Aimfinity Investment Corp. I Warrant,$0.0504,56.522%,2023-06-27 20:16:06.697
AIMD,Ainos Inc. Common Stock,$0.6997,1.406%,2023-06-27 20:16:06.697
AIMDW,Ainos Inc. Warrants,$0.201,-33.00%,2023-06-27 20:16:06.697
AIN,Albany International Corporation Common Stock,$90.05,0.044%,2023-06-27 20:16:06.697
AINC,Ashford Inc. (Holding Company) Common Stock,$9.855,5.401%,2023-06-27 20:16:06.697
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,$17.96,0.447%,2023-06-27 20:16:06.697
AIP,Arteris Inc. Common Stock,$6.60,0.917%,2023-06-27 20:16:06.697
AIR,AAR Corp. Common Stock,$56.50,2.318%,2023-06-27 20:16:06.697
AIRC,Apartment Income REIT Corp. Common Stock,$35.05,1.86%,2023-06-27 20:16:06.697
AIRG,Airgain Inc. Common Stock,$5.20,0.00%,2023-06-27 20:16:06.697
AIRI,Air Industries Group Common Stock,$3.50,0.00%,2023-06-27 20:16:06.697
AIRS,AirSculpt Technologies Inc. Common Stock,$8.16,-0.366%,2023-06-27 20:16:06.697
AIRT,Air T Inc. Common Stock,$26.16,-1.171%,2023-06-27 20:16:06.697
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,$22.47,0.00%,2023-06-27 20:16:06.697
AIT,Applied Industrial Technologies Inc. Common Stock,$142.57,1.821%,2023-06-27 20:16:06.697
AIU,Meta Data Limited ADS,$1.05,-2.326%,2023-06-27 20:16:06.697
AIV,Apartment Investment and Management Company Common Stock,$8.37,1.332%,2023-06-27 20:16:06.697
AIXI,XIAO-I Corporation American Depositary Shares,$6.41,11.867%,2023-06-27 20:16:06.697
AIZ,Assurant Inc. Common Stock,$124.98,-1.092%,2023-06-27 20:16:06.697
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,$19.23,0.261%,2023-06-27 20:16:06.697
AJG,Arthur J. Gallagher & Co. Common Stock,$212.15,0.722%,2023-06-27 20:16:06.697
AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,$55.04,0.328%,2023-06-27 20:16:06.697
AJX,Great Ajax Corp. Common Stock,$5.73,0.526%,2023-06-27 20:16:06.697
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,$24.67,0.203%,2023-06-27 20:16:06.697
AKA,a.k.a. Brands Holding Corp. Common Stock,$0.3938,-1.991%,2023-06-27 20:16:06.697
AKAM,Akamai Technologies Inc. Common Stock,$89.35,1.018%,2023-06-27 20:16:06.697
AKAN,Akanda Corp. Common Shares,$0.73,-3.311%,2023-06-27 20:16:06.697
AKBA,Akebia Therapeutics Inc. Common Stock,$0.93,2.187%,2023-06-27 20:16:06.697
AKLI,Akili Inc. Common Stock,$1.16,0.87%,2023-06-27 20:16:06.697
AKO/A,Embotelladora Andina S.A.,$12.70,0.00%,2023-06-27 20:16:06.697
AKO/B,Embotelladora Andina S.A.,$15.27,1.126%,2023-06-27 20:16:06.697
AKR,Acadia Realty Trust Common Stock,$14.24,1.933%,2023-06-27 20:16:06.697
AKRO,Akero Therapeutics Inc. Common Stock,$45.42,-1.624%,2023-06-27 20:16:06.697
AKTS,Akoustis Technologies Inc. Common Stock,$3.13,6.826%,2023-06-27 20:16:06.697
AKTX,Akari Therapeutics plc ADS,$0.1629,1.495%,2023-06-27 20:16:06.697
AKU,Akumin Inc. Common Stock (DE),$0.2044,-18.076%,2023-06-27 20:16:06.697
AKYA,Akoya BioSciences Inc. Common Stock,$6.64,-1.92%,2023-06-27 20:16:06.697
AL,Air Lease Corporation Class A Common Stock,$41.46,1.543%,2023-06-27 20:16:06.697
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,$22.74,0.575%,2023-06-27 20:16:06.697
ALAR,Alarum Technologies Ltd. American Depositary Share,$2.37,-2.669%,2023-06-27 20:16:06.697
ALB,Albemarle Corporation Common Stock,$227.07,0.821%,2023-06-27 20:16:06.697
ALBT,Avalon GloboCare Corp. Common Stock,$1.48,-0.671%,2023-06-27 20:16:06.697
ALC,Alcon Inc. Ordinary Shares,$80.37,0.075%,2023-06-27 20:16:06.697
ALCC,AltC Acquisition Corp. Class A Common Stock,$10.54,-0.284%,2023-06-27 20:16:06.697
ALCO,Alico Inc. Common Stock,$25.52,1.029%,2023-06-27 20:16:06.697
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,$10.25,0.00%,2023-06-27 20:16:06.697
ALCYU,Alchemy Investments Acquisition Corp 1 Units,$10.24,0.00%,2023-06-27 20:16:06.697
ALCYW,Alchemy Investments Acquisition Corp 1 Warrants,$0.17,0.00%,2023-06-27 20:16:06.697
ALDX,Aldeyra Therapeutics Inc. Common Stock,$7.46,-0.666%,2023-06-27 20:16:06.697
ALE,Allete Inc.,$57.85,-2.148%,2023-06-27 20:16:06.697
ALEC,Alector Inc. Common Stock,$5.98,-1.887%,2023-06-27 20:16:06.697
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,$18.21,0.998%,2023-06-27 20:16:06.697
ALG,Alamo Group Inc. Common Stock,$182.79,0.983%,2023-06-27 20:16:06.697
ALGM,Allegro MicroSystems Inc. Common Stock,$42.59,3.878%,2023-06-27 20:16:06.697
ALGN,Align Technology Inc. Common Stock,$340.69,2.785%,2023-06-27 20:16:06.697
ALGS,Aligos Therapeutics Inc. Common Stock,$0.91,-3.191%,2023-06-27 20:16:06.697
ALGT,Allegiant Travel Company Common Stock,$124.93,4.457%,2023-06-27 20:16:06.697
ALHC,Alignment Healthcare Inc. Common Stock,$5.72,-0.348%,2023-06-27 20:16:06.697
ALIM,Alimera Sciences Inc. Common Stock,$2.64,-4.693%,2023-06-27 20:16:06.697
ALIT,Alight Inc. Class A Common Stock,$9.07,-0.22%,2023-06-27 20:16:06.697
ALK,Alaska Air Group Inc. Common Stock,$51.93,3.943%,2023-06-27 20:16:06.697
ALKS,Alkermes plc Ordinary Shares,$33.00,1.041%,2023-06-27 20:16:06.697
ALKT,Alkami Technology Inc. Common Stock,$16.54,5.083%,2023-06-27 20:16:06.697
ALL,Allstate Corporation (The) Common Stock,$108.64,-0.294%,2023-06-27 20:16:06.697
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,$25.67,0.313%,2023-06-27 20:16:06.697
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,$21.76,0.23%,2023-06-27 20:16:06.697
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,$21.48,-1.014%,2023-06-27 20:16:06.697
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,$26.70,0.075%,2023-06-27 20:16:06.697
ALLE,Allegion plc Ordinary Shares,$118.99,1.553%,2023-06-27 20:16:06.697
ALLG,Allego N.V. Ordinary Share,$2.32,-3.734%,2023-06-27 20:16:06.697
ALLK,Allakos Inc. Common Stock,$4.21,0.238%,2023-06-27 20:16:06.697
ALLO,Allogene Therapeutics Inc. Common Stock,$4.59,-2.96%,2023-06-27 20:16:06.697
ALLR,Allarity Therapeutics Inc. Common Stock,$0.1724,-4.169%,2023-06-27 20:16:06.697
ALLT,Allot Ltd. Ordinary Shares,$3.19,0.314%,2023-06-27 20:16:06.697
ALLY,Ally Financial Inc. Common Stock,$26.58,3.103%,2023-06-27 20:16:06.697
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,$188.80,-1.333%,2023-06-27 20:16:06.697
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,$10.58,0.00%,2023-06-27 20:16:06.697
ALORU,ALSP Orchid Acquisition Corporation I Unit,$10.62,0.664%,2023-06-27 20:16:06.697
ALORW,ALSP Orchid Acquisition Corporation I Warrant,$0.0281,-2.768%,2023-06-27 20:16:06.697
ALOT,AstroNova Inc. Common Stock,$14.55,-1.356%,2023-06-27 20:16:06.697
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,$10.32,0.097%,2023-06-27 20:16:06.697
ALPAU,Alpha Healthcare Acquisition Corp. III Units,$10.34,0.291%,2023-06-27 20:16:06.697
ALPAW,Alpha Healthcare Acquisition Corp. III Warrant,$0.2036,50.815%,2023-06-27 20:16:06.697
ALPN,Alpine Immune Sciences Inc. Common Stock,$10.49,-4.113%,2023-06-27 20:16:06.697
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,$1.90,0.00%,2023-06-27 20:16:06.697
ALPS,Alpine Summit Energy Partners Inc. Class A Subordinate Voting Shares,$0.69,0.00%,2023-06-27 20:16:06.697
ALRM,Alarm.com Holdings Inc. Common Stock,$49.07,1.636%,2023-06-27 20:16:06.697
ALRN,Aileron Therapeutics Inc. Common Stock,$1.72,-3.911%,2023-06-27 20:16:06.697
ALRS,Alerus Financial Corporation Common Stock,$18.28,-0.273%,2023-06-27 20:16:06.697
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,$10.70,0.00%,2023-06-27 20:16:06.697
ALSAR,Alpha Star Acquisition Corporation Rights,$0.08,0.00%,2023-06-27 20:16:06.697
ALSAW,Alpha Star Acquisition Corporation Warrants,$0.0102,0.99%,2023-06-27 20:16:06.697
ALSN,Allison Transmission Holdings Inc. Common Stock,$55.64,2.317%,2023-06-27 20:16:06.697
ALT,Altimmune Inc. Common Stock,$3.69,6.957%,2023-06-27 20:16:06.697
ALTG,Alta Equipment Group Inc. Class A Common Stock,$16.63,2.401%,2023-06-27 20:16:06.697
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),$26.35,-1.117%,2023-06-27 20:16:06.697
ALTI,AlTi Global Inc. Class A Common Stock,$7.46,13.72%,2023-06-27 20:16:06.697
ALTO,Alto Ingredients Inc. Common Stock,$2.37,-0.42%,2023-06-27 20:16:06.697
ALTR,Altair Engineering Inc. Class A Common Stock,$73.59,3.765%,2023-06-27 20:16:06.697
ALTU,Altitude Acquisition Corp. Class A Common Stock,$10.0668,0.117%,2023-06-27 20:16:06.697
ALTUW,Altitude Acquisition Corp. Warrant,$0.0674,0.00%,2023-06-27 20:16:06.697
ALV,Autoliv Inc. Common Stock,$84.73,2.504%,2023-06-27 20:16:06.697
ALVO,Alvotech Ordinary Shares,$7.45,-0.931%,2023-06-27 20:16:06.697
ALVOW,Alvotech Warrant,$1.45,0.00%,2023-06-27 20:16:06.697
ALVR,AlloVir Inc. Common Stock,$3.21,-2.134%,2023-06-27 20:16:06.697
ALX,Alexander's Inc. Common Stock,$185.76,1.066%,2023-06-27 20:16:06.697
ALXO,ALX Oncology Holdings Inc. Common Stock,$7.22,-2.035%,2023-06-27 20:16:06.697
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,$1.62,-2.41%,2023-06-27 20:16:06.697
ALZN,Alzamend Neuro Inc. Common Stock,$0.50,-10.905%,2023-06-27 20:16:06.697
AM,Antero Midstream Corporation Common Stock,$10.99,0.641%,2023-06-27 20:16:06.697
AMAL,Amalgamated Financial Corp. Common Stock (DE),$16.06,1.839%,2023-06-27 20:16:06.697
AMAM,Ambrx Biopharma Inc. American Depositary Shares,$16.21,1.566%,2023-06-27 20:16:06.697
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,$10.27,0.195%,2023-06-27 20:16:06.697
AMAOW,American Acquisition Opportunity Inc. Warrant,$0.0249,-12.632%,2023-06-27 20:16:06.697
AMAT,Applied Materials Inc. Common Stock,$146.55,4.828%,2023-06-27 20:16:06.697
AMBA,Ambarella Inc. Ordinary Shares,$81.65,3.669%,2023-06-27 20:16:06.697
AMBC,Ambac Financial Group Inc. Common Stock,$13.57,0.444%,2023-06-27 20:16:06.697
AMBI,Ambipar Emergency Response Class A Ordinary Shares,$8.39,-0.119%,2023-06-27 20:16:06.697
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,$0.22,0.00%,2023-06-27 20:16:06.697
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,$3.52,3.529%,2023-06-27 20:16:06.697
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,$4.10,1.737%,2023-06-27 20:16:06.697
AMCR,Amcor plc Ordinary Shares,$10.07,1.104%,2023-06-27 20:16:06.697
AMCX,AMC Networks Inc. Class A Common Stock,$11.55,2.484%,2023-06-27 20:16:06.697
AMD,Advanced Micro Devices Inc. Common Stock,$110.39,2.679%,2023-06-27 20:16:06.697
AME,AMETEK Inc.,$159.58,1.398%,2023-06-27 20:16:06.697
AMED,Amedisys Inc Common Stock,$91.59,0.648%,2023-06-27 20:16:06.697
AMEH,Apollo Medical Holdings Inc. Common Stock,$31.14,5.381%,2023-06-27 20:16:06.697
AMG,Affiliated Managers Group Inc. Common Stock,$146.18,1.051%,2023-06-27 20:16:06.697
AMGN,Amgen Inc. Common Stock,$222.61,-0.943%,2023-06-27 20:16:06.697
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,$34.78,0.433%,2023-06-27 20:16:06.697
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,$22.79,-0.48%,2023-06-27 20:16:06.697
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,$23.60,-0.169%,2023-06-27 20:16:06.697
AMK,AssetMark Financial Holdings Inc. Common Stock,$28.19,0.356%,2023-06-27 20:16:06.697
AMKR,Amkor Technology Inc. Common Stock,$29.37,11.419%,2023-06-27 20:16:06.697
AMLI,American Lithium Corp. Common Stock,$2.06,1.98%,2023-06-27 20:16:06.697
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,$21.81,-2.721%,2023-06-27 20:16:06.697
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,$105.42,0.784%,2023-06-27 20:16:06.697
AMNB,American National Bankshares Inc. Common Stock,$28.52,-1.655%,2023-06-27 20:16:06.697
AMOT,Allied Motion Technologies Inc.,$39.02,1.14%,2023-06-27 20:16:06.697
AMP,Ameriprise Financial Inc. Common Stock,$326.11,1.935%,2023-06-27 20:16:06.697
AMPE,Ampio Pharmaceuticals Inc.,$0.2339,0.993%,2023-06-27 20:16:06.697
AMPG,Amplitech Group Inc. Common Stock,$2.46,1.863%,2023-06-27 20:16:06.697
AMPGW,Amplitech Group Inc. Warrants,$0.37,0.00%,2023-06-27 20:16:06.697
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,$56.14,1.519%,2023-06-27 20:16:06.697
AMPL,Amplitude Inc. Class A Common Stock,$10.82,1.787%,2023-06-27 20:16:06.697
AMPS,Altus Power Inc. Class A Common Stock,$5.63,7.648%,2023-06-27 20:16:06.697
AMPX,Amprius Technologies Inc. Common Stock,$7.33,-3.298%,2023-06-27 20:16:06.697
AMPY,Amplify Energy Corp. Common Stock,$6.45,-1.225%,2023-06-27 20:16:06.697
AMR,Alpha Metallurgical Resources Inc. Common Stock,$162.31,0.297%,2023-06-27 20:16:06.697
AMRC,Ameresco Inc. Class A Common Stock,$46.17,3.312%,2023-06-27 20:16:06.697
AMRK,A-Mark Precious Metals Inc. Common Stock,$35.86,-0.884%,2023-06-27 20:16:06.697
AMRN,Amarin Corporation plc,$1.16,2.655%,2023-06-27 20:16:06.697
AMRS,Amyris Inc. Common Stock,$0.8972,-10.28%,2023-06-27 20:16:06.697
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,$2.87,0.702%,2023-06-27 20:16:06.697
AMS,American Shared Hospital Services Common Stock,$2.51,-0.527%,2023-06-27 20:16:06.697
AMSC,American Superconductor Corporation Common Stock,$5.59,-0.179%,2023-06-27 20:16:06.697
AMSF,AMERISAFE Inc. Common Stock,$52.66,0.114%,2023-06-27 20:16:06.697
AMST,Amesite Inc. Common Stock,$3.77,-1.309%,2023-06-27 20:16:06.697
AMSWA,American Software Inc. Class A Common Stock,$10.44,0.967%,2023-06-27 20:16:06.697
AMT,American Tower Corporation (REIT) Common Stock,$187.72,-0.218%,2023-06-27 20:16:06.697
AMTB,Amerant Bancorp Inc. Class A Common Stock,$18.09,0.949%,2023-06-27 20:16:06.697
AMTD,AMTD IDEA Group American Depositary Shares each representing two Class A Ordinary Shares,$1.61,2.548%,2023-06-27 20:16:06.697
AMTI,Applied Molecular Transport Inc. Common Stock,$0.2751,-6.746%,2023-06-27 20:16:06.697
AMTX,Aemetis Inc. (DE) Common Stock,$5.88,2.618%,2023-06-27 20:16:06.697
AMWD,American Woodmark Corporation Common Stock,$72.23,2.381%,2023-06-27 20:16:06.697
AMWL,American Well Corporation Class A Common Stock,$2.10,0.962%,2023-06-27 20:16:06.697
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,$21.97,2.139%,2023-06-27 20:16:06.697
AMZN,Amazon.com Inc. Common Stock,$129.18,1.453%,2023-06-27 20:16:06.697
AN,AutoNation Inc. Common Stock,$159.47,2.771%,2023-06-27 20:16:06.697
ANAB,AnaptysBio Inc. Common Stock,$20.49,1.486%,2023-06-27 20:16:06.697
ANDE,Andersons Inc. (The) Common Stock,$45.20,1.71%,2023-06-27 20:16:06.697
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,$2.22,6.731%,2023-06-27 20:16:06.697
ANET,Arista Networks Inc. Common Stock,$156.13,3.521%,2023-06-27 20:16:06.697
ANF,Abercrombie & Fitch Company Common Stock,$37.47,0.78%,2023-06-27 20:16:06.697
ANGH,Anghami Inc. Ordinary Shares,$1.17,0.00%,2023-06-27 20:16:06.697
ANGHW,Anghami Inc. Warrants,$0.0425,6.516%,2023-06-27 20:16:06.697
ANGI,Angi Inc. Class A Common Stock,$3.30,2.804%,2023-06-27 20:16:06.697
ANGO,AngioDynamics Inc. Common Stock,$10.49,-2.328%,2023-06-27 20:16:06.697
ANIK,Anika Therapeutics Inc. Common Stock,$26.12,0.115%,2023-06-27 20:16:06.697
ANIP,ANI Pharmaceuticals Inc.,$53.35,0.339%,2023-06-27 20:16:06.697
ANIX,Anixa Biosciences Inc. Common Stock,$3.14,-3.533%,2023-06-27 20:16:06.697
ANNX,Annexon Inc. Common Stock,$3.37,0.747%,2023-06-27 20:16:06.697
ANSS,ANSYS Inc. Common Stock,$323.32,2.252%,2023-06-27 20:16:06.697
ANTE,AirNet Technology Inc. American Depositary Shares,$1.25,-0.794%,2023-06-27 20:16:06.697
ANTX,AN2 Therapeutics Inc. Common Stock,$8.07,3.861%,2023-06-27 20:16:06.697
ANVS,Annovis Bio Inc. Common Stock,$14.26,1.422%,2023-06-27 20:16:06.697
ANY,Sphere 3D Corp. Common Shares,$0.3077,1.989%,2023-06-27 20:16:06.697
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,$10.24,0.293%,2023-06-27 20:16:06.697
ANZUU,Anzu Special Acquisition Corp I Units,$10.09,-0.395%,2023-06-27 20:16:06.697
ANZUW,Anzu Special Acquisition Corp I Warrant,$0.05,0.00%,2023-06-27 20:16:06.697
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,$8.14,0.00%,2023-06-27 20:16:06.697
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,$10.51,-0.19%,2023-06-27 20:16:06.697
AOGOU,Arogo Capital Acquisition Corp. Unit,$11.06,5.434%,2023-06-27 20:16:06.697
AOGOW,Arogo Capital Acquisition Corp. Warrant,$0.047,-4.082%,2023-06-27 20:16:06.697
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,$7.92,0.635%,2023-06-27 20:16:06.697
AON,Aon plc Class A Ordinary Shares (Ireland),$333.64,0.984%,2023-06-27 20:16:06.697
AORT,Artivion Inc. Common Stock,$16.36,3.939%,2023-06-27 20:16:06.697
AOS,A.O. Smith Corporation Common Stock,$72.27,1.86%,2023-06-27 20:16:06.697
AOSL,Alpha and Omega Semiconductor Limited Common Shares,$31.66,1.409%,2023-06-27 20:16:06.697
AOUT,American Outdoor Brands Inc. Common Stock ,$7.64,1.058%,2023-06-27 20:16:06.697
AP,Ampco-Pittsburgh Corporation Common Stock,$2.90,1.399%,2023-06-27 20:16:06.697
APA,APA Corporation Common Stock,$32.76,-0.817%,2023-06-27 20:16:06.697
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,$10.8096,0.089%,2023-06-27 20:16:06.697
APACW,StoneBridge Acquisition Corporation Warrant,$0.0284,13.147%,2023-06-27 20:16:06.697
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,$38.12,4.039%,2023-06-27 20:16:06.697
APCA,AP Acquisition Corp Class A Ordinary Shares,$10.85,0.743%,2023-06-27 20:16:06.697
APCX,AppTech Payments Corp. Common Stock,$1.80,4.046%,2023-06-27 20:16:06.697
APCXW,AppTech Payments Corp. Warrant,$0.4001,-21.549%,2023-06-27 20:16:06.697
APD,Air Products and Chemicals Inc. Common Stock,$291.41,1.753%,2023-06-27 20:16:06.697
APDN,Applied DNA Sciences Inc. Common Stock,$1.2707,-5.172%,2023-06-27 20:16:06.697
APE,AMC Entertainment Holdings Inc. AMC Preferred Equity Units each constituting a depositary share representing a 1/100th interest in a share of Series A Convertible Participating Preferred Stock,$1.78,-1.111%,2023-06-27 20:16:06.697
APEI,American Public Education Inc. Common Stock,$4.94,-0.604%,2023-06-27 20:16:06.697
APG,APi Group Corporation Common Stock,$26.27,2.258%,2023-06-27 20:16:06.697
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,$10.27,-0.049%,2023-06-27 20:16:06.697
APGN,Apexigen Inc. Common Stock,$0.4023,-2.662%,2023-06-27 20:16:06.697
APGNW,Apexigen Inc. Warrant,$0.0301,10.662%,2023-06-27 20:16:06.697
APH,Amphenol Corporation Common Stock,$82.24,2.085%,2023-06-27 20:16:06.697
API,Agora Inc. American Depositary Shares,$3.18,2.913%,2023-06-27 20:16:06.697
APLD,Applied Digital Corporation Common Stock,$7.375,-19.75%,2023-06-27 20:16:06.697
APLE,Apple Hospitality REIT Inc. Common Shares,$14.79,1.232%,2023-06-27 20:16:06.697
APLM,Apollomics Inc. Class A Ordinary Shares,$5.08,0.994%,2023-06-27 20:16:06.697
APLMW,Apollomics Inc. Warrant,$0.0801,-3.494%,2023-06-27 20:16:06.697
APLS,Apellis Pharmaceuticals Inc. Common Stock,$86.42,2.345%,2023-06-27 20:16:06.697
APLT,Applied Therapeutics Inc. Common Stock,$1.29,-3.731%,2023-06-27 20:16:06.697
APM,Aptorum Group Limited Class A Ordinary Shares,$2.67,-0.373%,2023-06-27 20:16:06.697
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,$10.30,-0.387%,2023-06-27 20:16:06.697
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,$10.30,0.292%,2023-06-27 20:16:06.697
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,$0.0221,-11.60%,2023-06-27 20:16:06.697
APO,Apollo Global Management Inc. (New) Common Stock,$74.76,1.48%,2023-06-27 20:16:06.697
APOG,Apogee Enterprises Inc. Common Stock,$48.02,0.502%,2023-06-27 20:16:06.697
APP,Applovin Corporation Class A Common Stock,$26.04,7.648%,2023-06-27 20:16:06.697
APPF,AppFolio Inc. Class A Common Stock,$167.04,2.611%,2023-06-27 20:16:06.697
APPH,AppHarvest Inc. Common Stock,$0.36,-3.122%,2023-06-27 20:16:06.697
APPHW,AppHarvest Inc. Warrants,$0.0327,14.737%,2023-06-27 20:16:06.697
APPN,Appian Corporation Class A Common Stock,$47.22,2.407%,2023-06-27 20:16:06.697
APPS,Digital Turbine Inc. Common Stock,$8.71,6.871%,2023-06-27 20:16:06.697
APRE,Aprea Therapeutics Inc. Common stock,$3.12,-1.109%,2023-06-27 20:16:06.697
APRN,Blue Apron Holdings Inc. Class A Common Stock,$6.26,1.131%,2023-06-27 20:16:06.697
APT,Alpha Pro Tech Ltd. Common Stock,$3.94,0.00%,2023-06-27 20:16:06.697
